ID,Chromosome,Duplication Status,Ka,Ks,Ka/Ks,dSM, Expression Level,Tissue Specificity,Gene Length,Intron Number,Average Intron Length,5' UTR Length,3' UTR Length,Fop,GC Content,Multifunctionality,Recombination rate,Chromosome position
AT1G04470,1,Recent WGDs,0.0178,0.133,0.134,0.026,218.1982337,0.731876428,3614,4,76.75,71,128,0.394,46.68597169,1,1.25,0.902697809
AT1G04500,1,Recent WGDs,0.0111,0.1085,0.102,NA,28.34248018,0.682770454,2934,4,329.5,131,324,0.451,42.89405685,1,1.25,0.901886585
AT1G04510,1,Recent WGDs,0.0142,0.1165,0.1216,0.076,395.3684636,0.128513123,4253,17,133.6470588,174,235,0.42,44.97455471,1,1.26,0.901431355
AT1G04520,1,Recent WGDs,0.0136,0.1171,0.116,0.08,101.5305711,0.35932782,2455,3,337.3333333,274,245,0.436,43.72294372,4,1.26,0.901098506
AT1G04540,1,Recent WGDs,0.0282,0.2343,0.1202,0.018,238.3848267,0.705339935,1806,NA,NA,NA,NA,0.407,46.01328904,1,1.26,0.90067019
AT1G04550,1,Recent WGDs,0.0147,0.1246,0.1176,0.052,161.2688105,0.128680765,1747,4,127.25,207,311,0.407,46.11111111,2,1.26,0.90042651
AT1G04560,1,Non WGDs,0.0227,0.1989,0.1141,0.05,1475.162966,0.753112398,1113,2,129,123,171,0.371,47.23707665,1,1.27,0.900082911
AT1G04580,1,Non WGDs,0.0244,0.0934,0.2611,0.111,152.4524158,0.554573472,5389,9,142.7777778,NA,90,0.392,43.39810663,2,1.27,0.899330251
AT1G04600,1,Recent WGDs,0.0279,0.1202,0.232,0.151,36.76510495,0.643349664,10254,41,123.4390244,NA,NA,0.377,41.84479106,3,1.28,0.898336397
AT1G04610,1,Recent WGDs,0.0062,0.1175,0.0527,0.019,35.98624375,0.304133227,2231,2,247,136,287,0.45,46.19482496,2,1.29,0.897279207
AT1G04620,1,Singletons,0.0237,0.0778,0.3052,0.75,203.1564638,0.214935152,3844,18,124.1666667,92,128,0.403,44.27645788,1,1.29,0.896938015
AT1G04650,1,Singletons,0.0306,0.0904,0.3381,0.074,14.21786741,0.349742357,4110,6,169.5,99,NA,0.399,41.750167,NA,1.3,0.895957879
AT1G04670,1,Singletons,0.0111,0.0522,0.2133,0.033,125.0806296,0.688977851,864,2,83.5,124,192,0.516,44.88188976,1,1.3,0.895527839
AT1G04680,1,Early WGDs,0.0083,0.1988,0.0417,0.189,1050.064613,0.253641578,4356,5,486.6,104,523,0.48,48.6882716,1,1.3,0.89523442
AT1G04710,1,Recent WGDs,0.0251,0.1565,0.1603,0.711,252.9132976,0.163222535,2879,13,98.76923077,37,226,0.38,47.8978979,2,1.31,0.89384394
AT1G04750,1,Non WGDs,0.0019,0.0948,0.0195,0.093,1609.074401,0.071445695,2102,4,227.5,141,391,0.455,43.78787879,2,1.32,0.893090397
AT1G04760,1,Recent WGDs,0.0042,0.0812,0.0521,0.189,96.34888852,0.458472335,1311,4,162,NA,NA,0.481,44.04223228,2,1.32,0.892867896
AT1G04770,1,Early WGDs,0.0117,0.0927,0.1261,0.016,465.1474647,0.219521927,1479,3,97.33333333,82,193,0.344,44.40789474,1,1.32,0.892727464
AT1G04780,1,Early WGDs,0.0126,0.1359,0.0924,0.001,292.4811676,0.18660307,2916,1,80,619,222,0.408,45.16290727,1,1.32,0.892345398
AT1G04810,1,Recent WGDs,0.0133,0.1201,0.1104,0.393,299.2562614,0.085308679,5263,12,162.6666667,124,181,0.394,46.14105123,3,1.33,0.891474607
AT1G04830,1,Early WGDs,0.009,0.1165,0.077,0.137,320.5181018,0.21323403,3065,8,176.375,137,170,0.393,45.50853749,2,1.33,0.890858247
AT1G04840,1,Non WGDs,0.0385,0.1563,0.2464,NA,14.23489245,0.281019952,2096,1,98,NA,NA,0.371,41.69169169,1,1.34,0.890581555
AT1G04870,1,Early WGDs,0.0083,0.1165,0.071,0.124,415.070417,0.169236107,2529,6,160.3333333,164,251,0.369,45.57291667,4,1.34,0.889729016
AT1G04900,1,Singletons,0.0117,0.1152,0.1016,0.184,58.8251433,0.20048625,4055,12,193.4166667,71,334,0.374,42.36267871,1,1.35,0.888830909
AT1G04910,1,Non WGDs,0.0086,0.1057,0.0813,0.449,229.2160212,0.084818316,3317,8,176.75,113,230,0.389,44.61538462,1,1.35,0.888521967
AT1G04920,1,Non WGDs,0.0067,0.1169,0.0572,0.086,40.67852596,0.557949455,4363,10,89.4,108,172,0.404,46.25274381,2,1.35,0.888190843
AT1G04930,1,Recent WGDs,0.0648,0.1193,0.5432,0.026,22.64811708,0.222403506,2761,6,240.6666667,65,253,0.387,49.74974975,NA,1.36,0.887865776
AT1G04950,1,Non WGDs,0.0187,0.0866,0.2161,0.356,127.441884,0.107147049,4384,12,182.6666667,176,366,0.379,42.78787879,4,1.36,0.887253828
AT1G04960,1,Non WGDs,0.0629,0.1722,0.3656,0.548,392.7862484,0.153627516,3068,9,155.4444444,444,220,0.416,42.18905473,1,1.36,0.886946771
AT1G04980,1,Recent WGDs,0.0171,0.0929,0.1836,NA,218.1927898,0.163822629,2501,8,113.5,24,225,0.406,43.82440476,NA,1.37,0.886483719
AT1G04990,1,Recent WGDs,0.0393,0.0701,0.5613,0.006,192.8100584,0.223536444,2710,6,145.3333333,335,288,0.412,46.09053498,1,1.37,0.886049186
AT1G05000,1,Recent WGDs,0.0264,0.1854,0.1425,0.128,115.9787219,0.49918045,3190,4,521.5,67,389,0.474,46.45061728,2,1.37,0.885518465
AT1G05010,1,Non WGDs,0.0123,0.1288,0.0952,0.219,2016.588661,0.248877544,1669,3,101.6666667,163,229,0.415,46.60493827,3,1.38,0.885114899
AT1G05030,1,Non WGDs,0.0312,0.0981,0.3179,0.672,106.1819784,0.105019083,3266,11,135.1818182,32,172,0.383,44.76190476,2,1.38,0.884489353
AT1G05055,1,Singletons,0.0032,0.1322,0.0245,NA,101.0053212,0.188859165,2170,3,224.6666667,35,195,0.432,45.89257504,4,1.39,0.883684868
AT1G05060,1,Singletons,0.0194,0.1675,0.116,0.068,167.1597778,0.205461813,1843,4,210.5,14,225,0.433,45.27559055,NA,1.39,0.883510461
AT1G05070,1,Recent WGDs,0.0237,0.1313,0.1802,0.163,290.4028851,0.084373208,1682,2,402.5,213,109,0.508,49.00900901,1,1.39,0.883045564
AT1G05080,1,Non WGDs,0.0587,0.0762,0.7713,0.896,101.0053212,0.188859165,1489,2,84.5,NA,NA,0.387,42.34848485,NA,1.39,0.882886439
AT1G05100,1,Recent WGDs,0.0272,0.0944,0.288,0.001,47.58230393,0.54705373,1272,NA,NA,69,183,0.424,51.07843137,3,1.4,0.882055841
AT1G05140,1,Recent WGDs,0.0295,0.1212,0.2432,0.091,709.6552746,0.138890248,1509,NA,NA,133,50,0.46,42.91101056,3,1.41,0.881000496
AT1G05150,1,Recent WGDs,0.0083,0.1572,0.0528,0.194,421.2834509,0.226914167,2894,NA,NA,254,213,0.43,44.2933663,1,1.41,0.880828055
AT1G05160,1,Recent WGDs,0.0191,0.1433,0.1331,0.013,150.2110771,0.395487793,3570,8,186.5,343,262,0.41,43.3808554,2,1.41,0.880568049
AT1G05170,1,Recent WGDs,0.0124,0.0932,0.1328,0.013,173.5566949,0.289566369,3085,10,124.8,317,296,0.405,43.70915033,3,1.41,0.880250242
AT1G05180,1,Recent WGDs,0.0202,0.1304,0.1546,0.492,460.4559851,0.083390826,3711,13,138.1538462,49,243,0.376,42.88354898,8,1.42,0.879658952
AT1G05200,1,Recent WGDs,0.0162,0.1136,0.1422,0.082,128.4739474,0.240296419,3836,6,96.5,227,150,0.43,44.47916667,2,1.42,0.879076848
AT1G05205,1,Singletons,0.0101,0.13,0.0777,NA,404.2066122,0.134625792,1179,2,311,32,249,0.489,50.36231884,1,1.42,0.878878013
AT1G05210,1,Recent WGDs,0.0228,0.1703,0.1341,NA,147.1116527,0.266502632,1280,1,510,65,198,0.404,47.33727811,1,1.42,0.878783629
AT1G05220,1,Non WGDs,0.0151,0.1478,0.1025,NA,101.0053212,0.188859165,936,1,231,36,186,0.461,44.92753623,1,1.42,0.878677533
AT1G05270,1,Non WGDs,0.0133,0.1264,0.1049,0.386,118.56172,0.154035768,2770,8,173,105,165,0.387,45.51971326,1,1.44,0.877012406
AT1G05280,1,Early WGDs,0.0461,0.18,0.2561,0.271,72.73545331,0.680383217,2082,4,146.25,111,NA,0.432,45.16594517,1,1.44,0.876741771
AT1G05300,1,Recent WGDs,0.0231,0.1294,0.1784,0.044,20.57821148,0.48153305,2744,2,684.5,140,152,0.467,48.6611265,1,1.44,0.87593516
AT1G05310,1,Non WGDs,0.0282,0.2063,0.1369,0.058,61.04666249,0.342312835,1975,4,159.5,83,72,0.423,44.24703892,1,1.45,0.875530751
AT1G05360,1,Non WGDs,0.0145,0.1245,0.1166,0.364,119.6194782,0.329973331,2868,7,173.1428571,218,187,0.399,41.88649081,1,1.45,0.8743657
AT1G05370,1,Early WGDs,0.0574,0.1789,0.3209,0.073,6.692261828,0.486947977,3089,7,220.4285714,NA,226,0.447,45.83333333,1,1.46,0.873980465
AT1G05380,1,Early WGDs,0.0356,0.1121,0.318,0.01,311.5127727,0.2604667,5752,7,233.8571429,274,424,0.354,42.63974246,3,1.46,0.873269561
AT1G05420,1,Recent WGDs,0.0205,0.121,0.1692,0.056,101.0053212,0.188859165,681,NA,NA,NA,NA,0.52,52.56975037,1,1.47,0.872410965
AT1G05430,1,Singletons,0.0465,0.121,0.3844,0.525,227.6755603,0.070085061,1762,5,139,87,170,0.461,44.32098765,1,1.47,0.872044662
AT1G05440,1,Singletons,0.0687,0.1838,0.3736,0.716,31.16292671,0.465439766,1842,2,157.5,5,367,0.404,43.03030303,1,1.47,0.871873825
AT1G05470,1,Non WGDs,0.0042,0.1538,0.0273,0.158,54.80825538,0.285874441,4347,12,137.5833333,412,430,0.383,44.87594391,5,1.48,0.87085065
AT1G05500,1,Non WGDs,0.0059,0.0794,0.0744,0.246,217.5141781,0.09888547,4270,12,180,143,284,0.37,44.14735591,1,1.49,0.869474289
AT1G05510,1,Non WGDs,0.0146,0.1287,0.1133,0.05,812.7915763,0.797553764,1418,2,219,81,173,0.417,48.76033058,1,1.49,0.869226437
AT1G05520,1,Non WGDs,0.0159,0.1244,0.1275,0.558,195.3304324,0.130780471,4812,11,202.3636364,8,226,0.419,45.06802721,1,1.49,0.868961217
AT1G05530,1,Non WGDs,0.0413,0.1109,0.3725,0.536,24.30766577,0.325282042,1368,NA,NA,NA,NA,0.435,45.90643275,1,1.5,0.868659174
AT1G05540,1,Non WGDs,0.04,0.1021,0.3921,0.171,96.67745934,0.270966707,1526,2,128,62,104,0.439,45.92391304,1,1.5,0.868430696
AT1G05550,1,Non WGDs,0.0888,0.2053,0.4326,1,4.94379593,0.219826147,1565,2,151,23,529,0.469,46.83544304,1,1.5,0.868233265
AT1G05560,1,Non WGDs,0.0384,0.1145,0.3355,0.149,355.4740885,0.384578211,1650,NA,NA,64,176,0.446,45.95744681,4,1.5,0.867921194
AT1G05570,1,Recent WGDs,0.0086,0.1183,0.0725,1,309.6081613,0.267622286,10981,41,120.6097561,9,174,0.379,42.81565009,3,1.51,0.86736765
AT1G05580,1,Recent WGDs,0.0228,0.0966,0.2359,0.351,19.36301195,0.686410541,3439,3,199,108,130,0.437,47.81105991,1,1.51,0.866251294
AT1G05590,1,Non WGDs,0.0309,0.109,0.2835,0.136,69.78244531,0.151400103,2527,2,198,198,190,0.396,44.57831325,1,1.52,0.865963732
AT1G05610,1,Non WGDs,0.0264,0.1085,0.2437,0.031,11.52630966,0.308418665,2074,7,87,NA,34,0.404,41.16002795,1,1.52,0.865631926
AT1G05620,1,Non WGDs,0.0155,0.1162,0.1331,0.147,309.1406421,0.197252279,2553,8,159.125,128,183,0.367,43.75644995,1,1.52,0.865191336
AT1G05630,1,Recent WGDs,0.0102,0.1047,0.0974,0.117,94.1859277,0.390068113,5046,9,128.6666667,165,210,0.427,46.93993738,6,1.52,0.864837428
AT1G05660,1,Non WGDs,0.0251,0.0819,0.3066,0.308,101.0053212,0.188859165,1773,3,196,NA,NA,0.468,48.43881857,1,1.53,0.86400679
AT1G05680,1,Non WGDs,0.0204,0.0924,0.2206,0.077,147.4113051,0.600271491,1600,1,82,52,104,0.433,44.9339207,1,1.54,0.863305192
AT1G05690,1,Non WGDs,0.0369,0.1136,0.3252,0.269,41.38383415,0.291605436,2337,4,169.25,350,215,0.381,43.01369863,1,1.54,0.862939933
AT1G05710,1,Non WGDs,0.0148,0.0839,0.1765,0.001,292.6185629,0.246230759,2321,4,280.25,437,247,0.401,45.34883721,4,1.54,0.86228691
AT1G05730,1,Recent WGDs,0.0142,0.0854,0.1659,NA,101.0053212,0.188859165,1749,2,301.5,552,144,0.35,44,1,1.55,0.862044434
AT1G05740,1,Non WGDs,0.0432,0.0774,0.5587,0.084,13.22277709,0.259947029,636,2,99,NA,NA,0.42,43.37899543,1,1.55,0.861935449
AT1G05750,1,Non WGDs,0.0305,0.1203,0.2535,NA,25.49361466,0.187253945,3226,NA,NA,14,1709,0.399,44.11177645,1,1.55,0.861832562
AT1G05780,1,Non WGDs,0.0268,0.1318,0.2037,0.587,101.0053212,0.188859165,1797,1,1099,153,224,0.364,42.67912773,1,1.55,0.861415679
AT1G05800,1,Recent WGDs,0.0324,0.128,0.2529,0.012,4.002453453,0.238990719,1416,NA,NA,NA,NA,0.477,45.19774011,4,1.56,0.860257166
AT1G05805,1,Non WGDs,0.0271,0.1237,0.2192,0.779,219.4895558,0.146501542,2921,5,299.2,70,266,0.455,48.76033058,3,1.56,0.85991834
AT1G05810,1,Recent WGDs,0.0085,0.2317,0.0366,0.572,136.5435097,0.158374042,1147,1,251,NA,110,0.48,48.85496183,2,1.56,0.859701976
AT1G05820,1,Early WGDs,0.0227,0.1022,0.2223,NA,101.0053212,0.188859165,4086,12,198.4166667,94,NA,0.424,43.51334575,3,1.56,0.859466158
AT1G05830,1,Non WGDs,0.0284,0.137,0.2073,0.123,101.0053212,0.188859165,7574,25,150.68,208,347,0.349,43.94218942,3,1.57,0.85897944
AT1G05840,1,Non WGDs,0.0136,0.1228,0.1104,0.122,242.2481604,0.145320596,3548,9,205.5555556,131,109,0.369,42.7297668,3,1.57,0.858445309
AT1G05850,1,Non WGDs,0.0156,0.1872,0.0835,0.028,4507.579325,0.149672281,2193,3,238.3333333,182,330,0.5,48.24016563,6,1.57,0.858206362
AT1G05860,1,Non WGDs,0.027,0.1787,0.1508,0.01,41.09981218,0.142283085,2102,2,463,47,286,0.425,44.3653618,1,1.58,0.858027463
AT1G05870,1,Recent WGDs,0.0449,0.077,0.583,0.2,101.0053212,0.188859165,1083,1,205,65,243,0.41,48.59649123,3,1.58,0.857775881
AT1G05880,1,Non WGDs,0.0695,0.1155,0.6016,0.373,15.81414989,0.284251936,2911,13,92.76923077,12,223,0.413,42.65306122,1,1.58,0.857442831
AT1G05894,1,Non WGDs,0.0291,0.1043,0.2792,0.033,101.0053212,0.188859165,1490,NA,NA,28,88,0.362,40.53857351,NA,1.58,0.856758923
AT1G05900,1,Recent WGDs,0.0449,0.1061,0.4229,0.739,60.82619656,0.181595734,2821,10,144.6,40,174,0.377,43.23858742,1,1.59,0.856543802
AT1G05970,1,Singletons,0.0524,0.2444,0.2144,0.443,101.0053212,0.188859165,1227,2,185,57,197,0.433,47.26368159,1,1.6,0.854263599
AT1G05990,1,Early WGDs,0.011,0.1981,0.0558,0.081,19.48614982,0.336248454,594,NA,NA,141,NA,0.43,44.81236203,NA,1.6,0.854087748
AT1G06000,1,Non WGDs,0.0231,0.1067,0.2168,0.048,800.9519549,0.254013766,1587,NA,NA,92,187,0.44,50.68807339,2,1.61,0.853900465
AT1G06010,1,Singletons,0.037,0.0876,0.422,0.228,370.3942457,0.220742774,1380,2,373.5,69,327,0.4,45.14767932,1,1.61,0.853711137
AT1G06030,1,Non WGDs,0.0212,0.2037,0.1043,0.032,101.0053212,0.188859165,1282,3,87,NA,31,0.42,47.57575758,3,1.61,0.853390522
AT1G06040,1,Recent WGDs,0.0223,0.1672,0.1333,0.139,1618.380648,0.105181598,1478,2,125.5,231,249,0.489,45.78313253,3,1.61,0.853257712
AT1G06080,1,Recent WGDs,0.0058,0.0992,0.0588,0.048,227.4185815,0.38886386,2735,4,378.75,93,209,0.379,46.2962963,1,1.62,0.851996873
AT1G06140,1,Non WGDs,0.0308,0.1233,0.2497,0.332,12.70486559,0.184140624,1677,NA,NA,NA,NA,0.38,42.45676804,1,1.63,0.850331666
AT1G06160,1,Recent WGDs,0.0234,0.1161,0.2016,0.004,34.67968785,0.397300799,931,NA,NA,42,154,0.43,45.03401361,7,1.64,0.848905365
AT1G06170,1,Recent WGDs,0.0277,0.1726,0.1603,0.02,34.63845085,0.568655199,1907,3,120,129,155,0.396,43.54711006,3,1.64,0.848709458
AT1G06180,1,Recent WGDs,0.0376,0.0886,0.4246,0.017,92.99696785,0.290266838,1751,2,419.5,102,69,0.365,41.70040486,6,1.65,0.848352903
AT1G06200,1,Recent WGDs,0.0246,0.144,0.1706,0.041,899.0187425,0.075163892,2600,4,407,83,268,0.362,43.63929147,3,1.65,0.847917408
AT1G06220,1,Non WGDs,0.007,0.1027,0.0684,0.089,707.4302744,0.131211764,4910,10,150,156,290,0.353,44.63562753,2,1.65,0.84736984
AT1G06250,1,Recent WGDs,0.0319,0.1097,0.2912,0.024,19.68747878,0.586085246,1640,2,120,45,83,0.42,44.88993711,1,1.66,0.846443976
AT1G06310,1,Non WGDs,0.0267,0.1567,0.1703,0.466,7.204702739,0.346112343,3468,12,116.5,11,31,0.374,44.03353057,2,1.67,0.845287147
AT1G06320,1,Singletons,0.1158,0.2493,0.4646,NA,13.81494854,0.336348723,927,2,130,79,NA,0.519,41.66666667,1,1.67,0.845085705
AT1G06330,1,Non WGDs,0.0083,0.2163,0.0383,0.134,101.0053212,0.188859165,596,1,116,NA,NA,0.53,48.125,1,1.67,0.845010054
AT1G06350,1,Non WGDs,0.0509,0.145,0.3509,0.24,747.7100015,0.383703425,1527,4,94.25,30,217,0.419,45.62569214,1,1.67,0.844674638
AT1G06360,1,Non WGDs,0.0182,0.1159,0.1573,0.159,101.0053212,0.188859165,1497,4,86.25,42,210,0.412,45.22222222,1,1.68,0.844382182
AT1G06390,1,Recent WGDs,0.0078,0.1243,0.0628,0.137,315.8336371,0.090333315,3968,11,212.1818182,72,338,0.419,44.52614379,7,1.68,0.843672722
AT1G06400,1,Non WGDs,0.0127,0.1599,0.0792,0.288,825.2340704,0.166250216,1942,1,947,99,245,0.481,46.5437788,2,1.68,0.843412074
AT1G06410,1,Non WGDs,0.0046,0.1161,0.0395,0.026,1234.408536,0.085400881,3344,3,97,NA,497,0.386,43.74021909,2,1.69,0.843019338
AT1G06420,1,Singletons,0.1438,0.2166,0.6637,0.057,163.1400709,0.397241228,666,NA,NA,NA,NA,0.373,41.89189189,1,1.69,0.84281585
AT1G06430,1,Recent WGDs,0.0082,0.1109,0.0741,0.047,979.1322919,0.25141959,2954,4,174.75,41,156,0.416,45.86977648,3,1.69,0.842651392
AT1G06440,1,Non WGDs,0.0199,0.1204,0.1653,0.394,7.156124409,0.211461195,1672,NA,NA,146,353,0.404,45.09803922,3,1.69,0.842414771
AT1G06490,1,Non WGDs,0.0158,0.1105,0.1434,0.098,25.01849716,0.338681597,10285,40,112.075,NA,NA,0.386,42.2095829,3,1.7,0.840843586
AT1G06500,1,Singletons,0.0672,0.2306,0.2912,0.375,263.9830222,0.144760924,1252,2,286,125,144,0.372,45.25547445,1,1.71,0.840323976
AT1G06510,1,Singletons,0.0475,0.1206,0.3935,NA,186.6535192,0.196322743,1508,3,120.3333333,56,257,0.433,43.16546763,1,1.71,0.840114993
AT1G06515,1,Non WGDs,0.0071,0.0834,0.0852,NA,101.0053212,0.188859165,1562,3,309.6666667,147,315,0.49,41.52046784,1,1.71,0.840237455
AT1G06520,1,Non WGDs,0.0329,0.1276,0.2583,0.007,153.4093918,0.487161275,2135,1,140,45,192,0.443,43.57224118,2,1.71,0.839943915
AT1G06550,1,Non WGDs,0.0264,0.1055,0.2501,0.125,478.522712,0.214129119,3564,15,133.4666667,191,207,0.406,43.72852234,2,1.71,0.839135219
AT1G06570,1,Singletons,0.0168,0.1848,0.0907,0.187,463.9389445,0.285956558,1661,1,107,2,130,0.475,48.73417722,2,1.72,0.838527121
AT1G06580,1,Non WGDs,0.048,0.1328,0.3612,0.082,41.59845661,0.10213476,2052,NA,NA,112,437,0.367,40.51896208,1,1.72,0.838333621
AT1G06590,1,Singletons,0.0199,0.091,0.2189,0.209,35.51930296,0.29933755,8355,19,276.3684211,157,196,0.38,43.47509996,1,1.72,0.837907352
AT1G06620,1,Non WGDs,0.0283,0.1842,0.1537,0.763,56.71356273,0.386811246,1671,2,189.5,17,177,0.402,46.72131148,1,1.73,0.837437922
AT1G06660,1,Recent WGDs,0.0265,0.1507,0.1756,NA,101.0053212,0.188859165,2936,6,207,98,150,0.388,44.46749654,1,1.73,0.836439255
AT1G06670,1,Recent WGDs,0.0459,0.0951,0.4826,NA,217.6305561,0.155771522,7180,13,156.6153846,134,279,0.394,43.5637286,1,1.74,0.836026463
AT1G06690,1,Non WGDs,0.0148,0.131,0.1127,0.261,372.5909977,0.23402157,2553,9,129.3333333,115,140,0.434,47.26631393,1,1.74,0.835469669
AT1G06700,1,Non WGDs,0.0038,0.1017,0.0377,0.365,807.2104926,0.270501191,2798,7,180.4285714,182,267,0.338,44.75138122,3,1.74,0.835248211
AT1G06750,1,Recent WGDs,0.0185,0.1459,0.127,0.077,19.68451248,0.789387566,3490,9,145.6666667,501,118,0.426,44.87179487,NA,1.76,0.833520268
AT1G06770,1,Recent WGDs,0.0546,0.1135,0.4812,0.123,126.0917974,0.42582532,3017,6,203.3333333,220,311,0.376,43.04897314,2,1.76,0.833097127
AT1G06780,1,Non WGDs,0.0183,0.1013,0.1811,0.011,258.5942939,0.204762634,3539,8,174.375,265,109,0.406,42.25988701,1,1.76,0.832711531
AT1G06800,1,Recent WGDs,0.0167,0.1904,0.0877,NA,18.60398952,0.323889549,2270,1,358,243,121,0.447,53.22997416,1,1.77,0.832292803
AT1G06830,1,Recent WGDs,0.0045,0.1911,0.0235,0.017,275.3201388,0.333921555,505,NA,NA,38,167,0.409,46.66666667,1,1.77,0.83174343
AT1G06840,1,Early WGDs,0.013,0.0943,0.1379,0.2,80.76549557,0.292781241,5733,19,147.6842105,NA,107,0.386,43.29787234,4,1.77,0.831476444
AT1G06870,1,Recent WGDs,0.0146,0.1286,0.1138,0.3,857.9277472,0.147911641,2394,5,141.4,239,344,0.439,46.19565217,3,1.78,0.830748774
AT1G06890,1,Recent WGDs,0.0013,0.0614,0.0219,0.015,769.2062851,0.256159332,3039,8,191.625,267,165,0.422,44.32029795,NA,1.78,0.830496389
AT1G06900,1,Non WGDs,0.0111,0.0901,0.1236,NA,313.2957754,0.117123955,5819,18,133.6666667,110,228,0.407,42.21138211,3,1.78,0.830094307
AT1G06920,1,Recent WGDs,0.0854,0.1429,0.5977,0.04,101.0053212,0.188859165,948,NA,NA,NA,NA,0.395,38.71308017,1,1.79,0.829498043
AT1G06923,1,Non WGDs,0.0378,0.0983,0.3849,0.009,101.0053212,0.188859165,1312,1,84,53,662,0.387,39.96101365,NA,1.79,0.829355846
AT1G06960,1,Recent WGDs,0.0767,0.2066,0.371,NA,134.7534044,0.139029675,1851,4,228.5,78,169,0.409,43.04347826,NA,1.79,0.82858317
AT1G06970,1,Recent WGDs,0.0144,0.1353,0.1061,0.001,29.85135467,0.64862546,2710,2,110,NA,NA,0.463,48.59437751,1,1.79,0.828363998
AT1G06980,1,Recent WGDs,0.0191,0.0903,0.2119,0.271,23.15410444,0.341647135,791,NA,NA,64,217,0.371,49.80392157,1,1.8,0.828039974
AT1G06990,1,Non WGDs,0.0306,0.1607,0.1902,0.117,23.39336918,0.654229189,1766,2,267,6,143,0.47,45.06001847,1,1.8,0.827582818
AT1G07000,1,Early WGDs,0.0205,0.1627,0.1262,0.232,379.371103,0.298515496,2132,1,108,20,204,0.404,48.5,2,1.8,0.827410297
AT1G07010,1,Non WGDs,0.0193,0.0993,0.1939,0.559,400.5694167,0.20325457,2383,8,106.25,62,301,0.429,46.15384615,1,1.8,0.827201153
AT1G07040,1,Non WGDs,0.026,0.2004,0.1297,0.027,819.1756969,0.20623237,2371,6,115.8333333,273,287,0.444,45.25089606,1,1.81,0.826545603
AT1G07060,1,Singletons,0.1159,0.2884,0.4018,NA,11.33277428,0.495631322,1291,3,186,NA,31,0.392,40.45584046,1,1.81,0.826093341
AT1G07070,1,Non WGDs,0.0002,0.1598,0.001,NA,476.5096986,0.189120002,1288,3,237.6666667,88,148,0.443,46.01769912,4,1.81,0.825980226
AT1G07180,1,Recent WGDs,0.0136,0.1543,0.0879,0.081,290.5686045,0.313630117,2615,7,118.1428571,94,161,0.443,46.70580561,NA,1.83,0.823058792
AT1G07200,1,Recent WGDs,0.0327,0.1544,0.212,0.042,101.0053212,0.188859165,3828,2,172,230,314,0.414,46.39455782,1,1.84,0.822651175
AT1G07220,1,Non WGDs,0.0204,0.0996,0.2051,0.333,131.4466462,0.276438742,2550,6,130.5,95,148,0.429,45.99737533,1,1.84,0.822045364
AT1G07230,1,Non WGDs,0.0214,0.161,0.1329,0.246,255.4212368,0.178187846,2730,2,334,204,256,0.446,46.87890137,NA,1.84,0.821771199
AT1G07240,1,Recent WGDs,0.0371,0.1978,0.1876,0.201,235.7465138,0.212072009,1762,NA,NA,198,121,0.403,49.34164934,1,1.85,0.821533215
AT1G07250,1,Non WGDs,0.0224,0.1769,0.1265,0.079,359.8906765,0.143206393,1667,NA,NA,63,164,0.421,50.06944444,1,1.85,0.821366951
AT1G07260,1,Non WGDs,0.0318,0.1557,0.2045,0.697,54.53770637,0.441622496,1726,NA,NA,141,154,0.434,49.75541579,1,1.85,0.821224112
AT1G07270,1,Recent WGDs,0.047,0.1514,0.3109,0.609,16.29897789,0.397757944,3141,15,108.2,NA,NA,0.363,41.7654809,2,1.85,0.820994351
AT1G07280,1,Early WGDs,0.0331,0.1881,0.1762,0.179,411.1051001,0.26063607,3131,2,520.5,205,226,0.451,45.38878843,1,1.85,0.820318786
AT1G07330,1,Recent WGDs,0.0609,0.189,0.3225,0.067,44.62645359,0.750419498,2455,3,132.3333333,NA,NA,0.392,40.7191448,1,1.86,0.819307162
AT1G07360,1,Recent WGDs,0.0206,0.1473,0.1396,NA,324.0655568,0.124131596,2477,3,262.6666667,70,173,0.42,47.78699862,1,1.87,0.818559516
AT1G07370,1,Recent WGDs,0.0002,0.1554,0.001,NA,397.9931327,0.31295415,1412,3,129,64,169,0.452,46.46464646,3,1.87,0.818389882
AT1G07380,1,Early WGDs,0.0172,0.1239,0.1386,0.394,73.86466604,0.293604002,3478,9,126.4444444,NA,NA,0.381,44.31623932,1,1.87,0.818167301
AT1G07390,1,Non WGDs,0.0523,0.1172,0.4458,0.154,48.80680537,0.38613718,4924,8,207.125,NA,162,0.349,40.22544283,1,1.87,0.817709584
AT1G07410,1,Early WGDs,0.0001,0.1357,0.001,0.149,69.45152177,0.506511285,885,1,240,NA,NA,0.498,44.18604651,3,1.88,0.81735355
AT1G07420,1,Recent WGDs,0.0068,0.1044,0.0648,0.225,281.5504581,0.192592098,2491,6,220.5,103,264,0.41,44.06991261,2,1.88,0.817172284
AT1G07440,1,Recent WGDs,0.0335,0.149,0.2248,NA,515.1927098,0.26149804,1434,4,107.25,65,139,0.364,45.81772784,1,1.88,0.816524156
AT1G07450,1,Non WGDs,0.0388,0.1499,0.2588,0.012,72.46224134,0.467148893,1411,4,109,80,112,0.398,42.91187739,1,1.88,0.816396078
